cast,director,runtime,genres,production_companies,release_year,release_month,budget_adj,has_profits
Denzel Washington|Meryl Streep|Liev Schreiber|Jon Voight|Kimberly Elise,Jonathan Demme,129,Drama|Thriller|Mystery,Paramount Pictures|Scott Rudin Productions|Clinica Estetico,2004,7,92355631.985,True
Christian Bale|Jennifer Jason Leigh|Aitana SÃ¡nchez-GijÃ³n|John Sharian|Michael Ironside,Brad Anderson,101,Thriller|Drama,Filmax Entertainment|Castelao Producciones|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)|ICF,2004,2,5772226.99906,True
Brad Dourif|Jennifer Tilly|Billy Boyd|Redman|Hannah Spearritt,Don Mancini,87,Comedy|Drama|Horror,Rogue Pictures,2004,11,13853344.7977,True
Queen Latifah|Jimmy Fallon|Gisele BÃ¼ndchen|Henry Simmons|Jennifer Esposito,Tim Story,97,Thriller|Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Robert Simonds Productions|EuropaCorp,2004,10,28861134.9953,True
Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|RenÃ©e Taylor,Charles Shyer,103,Comedy,Paramount Pictures|Patalex Productions,2004,10,69266723.9887,False
Richard Gere|Jennifer Lopez|Susan Sarandon|Lisa Ann Walter|Stanley Tucci,Peter Chelsom,107,Drama|Romance|Comedy,Miramax Films,2004,10,57722269.9906,True
Ben Affleck|Raquel Castro|Liv Tyler|Jennifer Lopez|George Carlin,Kevin Smith,102,Comedy|Romance,Miramax Films|Beverly Detroit|View Askew Productions|Close Call Films,2004,3,40405588.9934,True
Nicole Kidman|Matthew Broderick|Bette Midler|Glenn Close|Christopher Walken,Frank Oz,93,Action|Comedy|Science Fiction,Paramount Pictures|De Line Pictures|DreamWorks Pictures,2004,6,103900085.983,True
Shane Carruth|David Sullivan|Casey Gooden|Anand Upadhyaya|Carrie Crawford,Shane Carruth,79,Science Fiction|Drama|Thriller,Thinkfilm,2004,10,8081.11779869,True
Ai Kobayashi|JÅ«rÅta Kosugi|Yuki Matsuoka|Asumi Miwa|Mami Koyama,Shinji Aramaki,101,Animation|Action|Science Fiction,Toho Company|Tokyo Broadcasting System (TBS)|Appleseed Film Partners|Digital Frontier|Geneon Entertainment,2004,4,11544453.9981,False
Randy Quaid|Steve Buscemi|Judi Dench|Cuba Gooding Jr.|G. W. Bailey,Will Finn|John Sanford,76,Western|Animation|Family|Comedy|Music,Walt Disney Pictures|Walt Disney Feature Animation,2004,4,126988993.979,False
Viggo Mortensen|Zuleikha Robinson|Omar Sharif|Adam Alexi-Malle|Louise Lombard,Joe Johnston,136,Western|Adventure,Casey Silver Productions|Touchstone Pictures|Dune Films,2004,3,115444539.981,True
Michael Moore|George W. Bush|Ben Affleck|Stevie Wonder|Al Gore,Michael Moore,122,Documentary,BIM Distribuzione|Fellowship Adventure Group,2004,6,6926672.39887,True
Josh Duhamel|Kate Bosworth|Topher Grace|Nathan Lane|Sean Hayes,Robert Luketic,95,Comedy|Romance,DreamWorks SKG,2004,1,19625571.7968,False
Shawn Wayans|Marlon Wayans|Jaime King|Frankie Faison|Maitland Ward,Keenen Ivory Wayans,109,Comedy,Columbia Pictures|Revolution Studios|Wayans Bros. Entertainment|Gone North Productions,2004,6,42714479.793,True
Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Joaquin Phoenix,Terry George,121,Drama|History|War,Lions Gate Films|United Artists|Industrial Development Corporation of South Africa|Endgame Entertainment|Miracle Pictures,2004,9,20202794.4967,True
Dwayne Johnson|Johnny Knoxville|Neal McDonough|Kristen Wilson|Cobie Smulders,Kevin Bray,86,Adventure|Drama|Action|Thriller,Metro-Goldwyn-Mayer (MGM)|Mandeville Films|WWE Studios|Hyde Park Entertainment|Burke/Samples/Foster Productions,2004,4,64648942.3895,True
Ashley Judd|Samuel L. Jackson|Andy GarcÃ­a|David Strathairn|Russell Wong,Philip Kaufman,97,Action|Adventure|Crime|Drama|Thriller,Paramount Pictures|Kopelson Entertainment|Harlequin Pictures|Intertainment AG|Blackout Productions Inc.,2004,2,57722269.9906,False
Blanchard Ryan|Daniel Travis|Saul Stein|Michael E. Williamson|Christina Zenato,Chris Kentis,79,Drama|Thriller,Plunge Pictures LLC,2004,8,150077.901976,True
Trey Parker|Matt Stone|Kristen Miller|Masasa Moyo|Daran Norris,Trey Parker,98,Music|Adventure|Animation|Action|Comedy,Paramount Pictures|Scott Rudin Productions,2004,10,36942252.794,True
Paul Giamatti|Thomas Haden Church|Virginia Madsen|Sandra Oh|Marylouise Burke,Alexander Payne,126,Comedy|Drama|Romance,Fox Searchlight Pictures|Michael London Productions|Sideways Productions Inc.,2004,10,18471126.397,True
Seth Green|Matthew Lillard|Dax Shepard|Antony Starr|Andrew Hampton,Steven Brill,95,Action|Adventure|Comedy|Thriller,Paramount Pictures|De Line Pictures,2004,8,21934462.5964,True
Ben Stiller|Owen Wilson|Snoop Dogg|Fred Williamson|Vince Vaughn,Todd Phillips,101,Comedy|Crime,Weed Road Pictures|Warner Bros.|Dimension Films|Red Hour Films|AR-TL,2004,3,69266723.9887,True
Lindsay Lohan|Adam Garcia|Glenne Headly|Alison Pill|Megan Fox,Sara Sugarman,89,Music|Comedy|Family|Romance,Walt Disney Pictures,2004,2,17316680.9972,True
Bryce Dallas Howard|Joaquin Phoenix|Adrien Brody|William Hurt|Sigourney Weaver,M. Night Shyamalan,108,Drama|Mystery|Thriller,Scott Rudin Productions|Touchstone Pictures|Blinding Edge Pictures,2004,7,69266723.9887,True
Bruce Willis|Matthew Perry|Amanda Peet|Kevin Pollak|Frank Collison,Howard Deutch,98,Comedy|Thriller|Crime,Cheyenne Enterprises|Franchise Pictures|MHF Zweite Academy Film|Eclipse Catering|Nine Yards Two Productions,2004,4,46177815.9925,False
Jim Caviezel|Maia Morgenstern|Christo Jivkov|Francesco De Vito|Monica Bellucci,Mel Gibson,127,Drama,Icon Productions,2004,2,34633361.9944,True
Johnny Messner|KaDee Strickland|Matthew Marsden|Nicholas Gonzalez|Eugene Byrd,Dwight H. Little,97,Adventure|Action|Horror|Science Fiction|Thriller,Screen Gems|Middle Fork Productions,2004,8,23088907.9962,True
Jamie Foxx|Kerry Washington|Regina King|Harry Lennix|Clifton Powell,Taylor Hackford,152,Drama,Universal Pictures,2004,10,46177815.9925,True
Diego Luna|Romola Garai|Sela Ward|John Slattery|Jonathan Jackson,Guy Ferland,86,Drama|Romance,Miramax Films|Lions Gate Films|Artisan Entertainment|Lawrence Bender Productions|Havana Nights LLC,2004,2,28861134.9953,True
Kirsten Dunst|Paul Bettany|Sam Neill|James McAvoy|Bernard Hill,Richard Loncraine,98,Comedy|Romance,Universal Pictures,2004,9,35787807.3942,True
Angelina Jolie|Ethan Hawke|Kiefer Sutherland|Gena Rowlands|Olivier Martinez,D.J. Caruso,103,Action|Drama|Mystery|Thriller,Village Roadshow Pictures|Atmosphere Entertainment MM|Warner Bros.,2004,3,51950042.9915,True
Gerard Butler|Emmy Rossum|Patrick Wilson|Miranda Richardson|Minnie Driver,Joel Schumacher,143,Thriller|Drama|Romance,Odyssey Entertainment|Warner Bros.|Scion Films|Really Useful Films,2004,12,80811177.9869,True
Zach Braff|Natalie Portman|Ian Holm|Peter Sarsgaard|Kenneth Graymez,Zach Braff,102,Comedy|Drama|Romance,Fox Searchlight Pictures|Double Feature Films|Jersey Films|Camelot Pictures|Large's Ark Productions,2004,1,2886113.49953,True
Jon Heder|Aaron Ruell|Jon Gries|Efren Ramirez|Shondrella Avery,Jared Hess,95,Comedy,Access Films|Napoleon Pictures Limited|Carnival Films,2004,6,461778.159925,True
Stellan SkarsgÃ¥rd|Izabella Scorupco|James D'Arcy|Julian Wadham|Remy Sweeney,Renny Harlin,114,Horror|Mystery|Thriller,Morgan Creek Productions|Dominion Productions,2004,8,92355631.985,False
Josh Hartnett|Rose Byrne|Matthew Lillard|Diane Kruger|Christopher Cousins,Paul McGuigan,114,Drama|Mystery|Romance|Thriller,Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM)|Mel's Cite du Cinema,2004,9,34633361.9944,False
Bill Murray|Anjelica Huston|Cate Blanchett|Willem Dafoe|Owen Wilson,Wes Anderson,119,Adventure|Comedy|Drama,Touchstone Pictures,2004,12,57722269.9906,False
Jackie Chan|Steve Coogan|CÃ©cile De France|Robert Fyfe|Jim Broadbent,Frank Coraci,120,Action|Adventure|Comedy,Studio Babelsberg|Walden Media|Babelsberg Film|Mostow/Lieberman Productions|80 Days Productions,2004,6,126988993.979,False
Ice Cube|Cedric the Entertainer|Sean Patrick Thomas|Keke Palmer|Michael Ealy,Kevin Rodney Sullivan,106,Comedy|Drama,Metro-Goldwyn-Mayer (MGM),2004,1,20780017.1966,True
Julianne Moore|Anthony Edwards|Jessica Hecht|Christopher Kovaleski|Dominic West,Joseph Ruben,91,Crime|Drama|Horror|Mystery|Science Fiction,Revolution Studios|Jinks/Cohen Company|Visual Arts Entertainment,2004,9,48486706.7921,True
Ben Affleck|James Gandolfini|Christina Applegate|Catherine O'Hara|Josh Zuckerman,Mike Mitchell,91,Comedy|Romance,DreamWorks SKG|LivePlanet|Tall Trees Productions,2004,9,51950042.9915,False
Dennis Quaid|Tyrese Gibson|Giovanni Ribisi|Miranda Otto|Hugh Laurie,John Moore,113,Action|Adventure|Drama|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Aldrich Group|Optional Pictures,2004,12,51950042.9915,False
Greg Kinnear|Rebecca Romijn|Robert De Niro|Cameron Bright|Zoie Palmer,Nick Hamm,102,Drama|Horror|Science Fiction|Thriller,Lions Gate Films|2929 Productions|Artists Production Group (APG)|Blue Productions,2004,4,28861134.9953,True
Billy Bob Thornton|Lucas Black|Garrett Hedlund|Derek Luke|Amber Heard,Peter Berg,118,Drama,Universal Studios|Imagine Entertainment|Friday Night Lights LLC|MDBF Filmgesellschaft mbH & Company KG,2004,10,34633361.9944,True
Kate Hudson|John Corbett|Joan Cusack|Hayden Panettiere|Spencer Breslin,Garry Marshall,119,Drama|Comedy|Romance,Touchstone Pictures|Beacon Pictures|Mandeville Films,2004,5,57722269.9906,False
Cole Hauser|Robin Tunney|Dennis Farina|Daniel Baldwin,Paul Abascal,84,Action|Drama|Thriller,20th Century Fox,2004,9,23088907.9962,False
Hilary Duff|Oliver James|David Keith|Johnny Lewis|Rita Wilson,Sean McNamara,103,Music|Drama|Romance,New Line Cinema|FilmEngine|Brookwell-McNamara Entertainment|ChickFlick Productions,2004,8,17316680.9972,False
Reese Witherspoon|James Purefoy|Jonathan Rhys Meyers|Romola Garai|Gabriel Byrne,Mira Nair,141,Drama|Romance,Alliance Films|Focus Features,2004,9,26552244.1957,False
MaÃ¯ Anh Le|Guy Pearce|Oanh Nguyen|Jaran 'See Tao' Petcharoen|StÃ©phanie Lagarde,Jean-Jacques Annaud,109,Adventure|Drama|Family,PathÃ© Renn Productions|TF1 Films Production|Canal+|Pathe|Two Brothers Productions,2004,4,86006182.286,False
Martin Henderson|Ice Cube|Monet Mazur|Adam Scott|Matt Schulze,Joseph Kahn,84,Action,Village Roadshow Pictures|Original Film|Warner Bros.,2004,1,46177815.9925,True
Kurt Russell|Patricia Clarkson|Noah Emmerich|Sean McCann|Kenneth Welsh,Gavin O'Connor,135,Drama|History,Walt Disney,2004,2,32324471.1947,True
"LL Cool J|Jonny Lee Miller|Kathryn Morris|Patricia VelÃ¡squez|Clifton Collins, Jr.",Renny Harlin,106,Mystery|Thriller|Crime,Avenue Pictures Productions|Weed Road Pictures|Intermedia Films|Egmond Film & Television|Dimension Films,2004,5,31170025.7949,False
Tom Arnold|Kevin Hart|Method Man|Snoop Dogg|K. D. Aubert,Jessy Terrero,86,Comedy,Metro-Goldwyn-Mayer (MGM),2004,5,18471126.397,False
Kevin Heffernan|Jay Chandrasekhar|Paul Soter|Erik Stolhanske|Tanja Reichert,Jay Chandrasekhar,104,Comedy|Horror,Fox Searchlight Pictures|Broken Lizard Industries|Coconut Pete Productions,2004,2,9812785.8984,False
Mandy Moore|Stark Sands|Tony Jayawardena|Jeremy Piven|Annabella Sciorra,Andy Cadiff,111,Comedy|Romance,Alcon Entertainment|ETIC Films|C.R.G. International|Trademark Films|Micro Fusion 2003-2,2004,1,26552244.1957,False
Carrie-Anne Moss|Aaron Eckhart|Ben Kingsley|Harry Lennix|Kevin Chamberlin,E. Elias Merhige,99,Crime|Thriller,Paramount Pictures|Cruise/Wagner Productions|Lakeshore Entertainment|Intermedia Films,2004,8,31170025.7949,False
Owen Wilson|Morgan Freeman|Gary Sinise|Sara Foster|Willie Nelson,George Armitage,88,Comedy|Crime,Warner Bros. Pictures|Shangri-La Entertainment|Material|Taormina Productions,2004,1,57722269.9906,False
Asia Argento|Jimmy Bennett|Jeremy Renner|Winona Ryder|Ornella Muti,Asia Argento,98,Drama,Wild Bunch|Pretty Dangerous Films|Departure Entertainment|Departure Studios|Artist Film,2004,9,85486.6818561,True
Bernie Mac|Angela Bassett|Michael Rispoli|Brian J. White|Dondre Whitfield,Charles Stone III,104,Comedy|Drama,Touchstone Pictures,2004,6,34633361.9944,False
Nia Vardalos|Toni Collette|David Duchovny|Stephen Spinella|Alec Mapa,Michael Lembeck,98,Comedy,Universal Pictures,2004,4,23088907.9962,False
Val Kilmer|Derek Luke|William H. Macy|Tia Texada|Ed O'Neill,David Mamet,102,Mystery|Action|Drama|Thriller|Crime,Epsilon Motion Pictures|Franchise Pictures|Signature Pictures|Linson Entertainment|Art Linson Productions,2004,3,22223073.9464,False
Frankie Muniz|Anthony Anderson|Hannah Spearritt|Alfie Allen|Cynthia Stevenson,Kevin Allen,100,Comedy,Splendid Pictures|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Dylan Sellers Productions|Madacy Entertainment,2004,12,30015580.3951,True
Cedric the Entertainer|Vanessa Williams|Steve Harvey|Shari Headley|Shad Moss,Christopher Erskin,97,Comedy|Family,Fox Searchlight Pictures|Bird and a Bear Entertainment|Hallway Pictures|Catch Productions,2004,4,13853344.7977,True
Morgan Spurlock|Daryl Isaacs|Lisa Ganjhu|Stephen Siegel|Bridget Bennett,Morgan Spurlock,100,Documentary|Comedy|Drama,Kathbur Pictures,2004,1,75038.9509878,True
Colin Farrell|Dallas Roberts|Robin Wright|Sissy Spacek|Ryan Donowho,Michael Mayer,96,Romance|Drama,Killer Films|Hart-Sharp Entertainment,2004,7,7503895.09878,False
Brittany Murphy|Holly Hunter|Kathy Bates|Ron Livingston|Kevin Sussman,Nick Hurran,111,Comedy|Romance|Drama,Revolution Studios|Blue Star Pictures,2004,8,40405588.9934,False
Meg Ryan|Tony Shalhoub|Joe Cortese|Kerry Washington|Omar Epps,Charles S. Dutton,106,Romance|Drama,Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP),2004,2,45023370.5927,False
Tracey Ullman|Johnny Knoxville|Selma Blair|Chris Isaak|Suzanne Shepherd,John Waters,89,Comedy,Fine Line Features|Killer Films|John Wells Productions|This Is That Productions,2004,9,17316680.9972,False
Joaquin Phoenix|John Travolta|Jacinda Barrett|Robert Patrick|Morris Chestnut,Jay Russell,115,Drama|Action|Thriller,Casey Silver Productions|Beacon Communications|Touchstone Pictures|Beacon Pictures|Fantail Films Inc.,2004,10,69266723.9887,True
Kristen Stewart|Corbin Bleu|Max Thieriot|Jennifer Beals|Sam Robards,James Sbardellati|Peter Merwin|Bart Freundlich,92,Family|Action|Adventure,Fox 2000 Pictures|Mad Chance|Nimbus Film Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG|Splendid Productions,2004,2,20780017.1966,False
Stefania Rocca|Liam Cunningham|Silvio Muccino|Cosimo Fusco|Fiore Argento,Dario Argento,103,Horror,Opera Film Produzione|Medusa Film,2004,1,3001558.03951,False
Rory Culkin|Scott Mechlowicz|Trevor Morgan|Josh Peck|Ryan Kelley,Jacob Aaron Estes,90,Crime|Drama,Whitewater Films,2004,1,577222.699906,True
Mark Ruffalo|Laura Dern|Peter Krause|Naomi Watts|Sam Charles,John Curran,101,Drama|Romance,Front Street Productions|Renaissance Films|Warner Bros.,2004,1,3463336.19944,False
Ray Romano|Gene Hackman|Marcia Gay Harden|Maura Tierney|June Squibb,Donald Petrie,110,Comedy,20th Century Fox,2004,2,34633361.9944,False
Guillaume Canet|Zabou Breitman|Guillaume Gallienne|FranÃ§ois BerlÃ©and|Jean-Pierre Cassel,Tristan Aurouet|Gilles Lellouche,105,Comedy,StudioCanal|M6 Films|Les Productions du TrÃ©sor|TF1 Films Production,2004,12,950406.410959,False
Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,175,Drama|Crime,Paramount Pictures|Alfran Productions,1972,3,31287365.5882,True
Jon Voight|Burt Reynolds|Ned Beatty|Ronny Cox|Ed Ramey,John Boorman,109,Drama|Adventure|Thriller,Warner Bros.|Elmer Enterprises,1972,7,10429121.8627,True
Roddy McDowall|Don Murray|Joyce Haber|Ricardo Montalban|Natalie Trundy,J. Lee Thompson,88,Action|Science Fiction,Twentieth Century Fox Film Corporation|APJAC Productions,1972,6,9386209.67645,True
Jon Finch|Alec McCowen|Barry Foster|Billie Whitelaw|Anna Massey,Alfred Hitchcock,116,Crime|Drama|Mystery|Thriller,Universal Pictures,1972,5,18250963.2598,True
Divine|David Lochary|Mary Vivian Pearce|Mink Stole|Danny Mills,John Waters,93,Comedy,Dreamland Productions,1972,3,62574.7311763,True
Woody Allen|John Carradine|Lou Jacobi|Louise Lasser|Anthony Quayle,Woody Allen,88,Comedy,United Artists,1972,8,10429121.8627,True
Gene Hackman|Ernest Borgnine|Red Buttons|Carol Lynley|Roddy McDowall,Ronald Neame|Irwin Allen,117,Action|Adventure,Twentieth Century Fox Film Corporation|Kent Productions,1972,12,26072804.6568,True
Steve McQueen|Ali MacGraw|Ben Johnson|Al Lettieri|Sally Struthers,Sam Peckinpah,118,Action|Crime|Thriller,First Artists,1972,12,17480532.7404,True
Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1980,1,47628661.5526,True
Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson,Stanley Kubrick,144,Horror|Thriller,Warner Bros.|Peregrine,1980,5,50274698.3055,True
Robert Hays|Julie Hagerty|Kareem Abdul-Jabbar|Lloyd Bridges|Peter Graves,Jim Abrahams|David Zucker|Jerry Zucker,88,Comedy|Romance,Paramount Pictures,1980,7,9261128.63522,True
Dan Aykroyd|John Belushi|James Brown|Cab Calloway|Ray Charles,John Landis,133,Music|Comedy|Action|Crime,Universal Pictures,1980,6,71442992.3289,True
Brooke Shields|Christopher Atkins|Leo McKern|William Daniels|Jeffrey Kleiser,Randal Kleiser,104,Romance|Adventure|Drama,Columbia Pictures Corporation,1980,7,11907165.3881,True
Robert De Niro|Joe Pesci|Cathy Moriarty|Frank Vincent|Nicholas Colasanto,Martin Scorsese,129,Drama,United Artists,1980,11,47628661.5526,True
Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper|Sarah Douglas,Richard Lester,127,Action|Adventure|Fantasy|Science Fiction,Warner Bros.|Dovemead Films|Film Export A.G.,1980,12,142885984.658,True
Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,Sean S. Cunningham,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,1980,5,1455320.21411,True
Sam J. Jones|Melody Anderson|Max von Sydow|Chaim Topol|Ornella Muti,Mike Hodges,111,Science Fiction,Dino De Laurentiis Company|Starling Films,1980,9,92611286.3522,False
Anthony Hopkins|John Hurt|Anne Bancroft|John Gielgud|Wendy Hiller,David Lynch,124,Drama|History,Brooksfilms,1980,10,13230183.7646,True
Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins,John Carpenter,89,Horror,AVCO Embassy Pictures|EDI|Debra Hill Productions,1980,2,2646036.75292,True
Chevy Chase|Rodney Dangerfield|Ted Knight|Michael O'Keefe|Bill Murray,Harold Ramis,98,Comedy,Orion Pictures,1980,7,15876220.5175,True
Michael Caine|Angie Dickinson|Nancy Allen|Keith Gordon|Dennis Franz,Brian De Palma,105,Horror|Mystery|Thriller,Filmways Pictures|Cinema 77 Films,1980,6,17199238.894,True
Kurt Russell|Jack Warden|Frank McRae|Gerrit Graham|Deborah Harmon,Robert Zemeckis,113,Action|Comedy,Columbia Pictures Corporation,1980,7,21168294.0234,True
Kris Kristofferson|Christopher Walken|John Hurt|Isabelle Huppert|Sam Waterston,Michael Cimino,219,Action|Drama|History|Western,United Artists,1980,11,116425617.129,False
William Hurt|Blair Brown|Bob Balaban|Charles Haid|Thaao Penghlis,Ken Russell,102,Mystery|Drama|Fantasy|Science Fiction|Thriller,Warner Bros.,1980,12,39690551.2938,True
Richard Gere|Lauren Hutton|Judith Ransdell|HÃ©ctor Elizondo|K Callan,Paul Schrader,117,Thriller|Drama|Crime|Romance,Paramount Pictures,1980,2,12700976.414,True
Burt Lancaster|Susan Sarandon|Kate Reid|Michel Piccoli|Hollis McLaren,Louis Malle,104,Crime|Drama|Romance,Paramount Pictures|Canadian Film Development Corporation (CFDC)|Famous Players Limited|Selta Films|International Cinema Corporation (ICC),1980,9,19051464.621,True
Woody Allen|Charlotte Rampling|Jessica Harper|Marie-Christine Barrault|Tony Roberts,Woody Allen,89,Comedy|Drama|Romance,United Artists|Rollins-Joffe Productions,1980,9,26460367.5292,True
Leslie Nielsen|Jamie Lee Curtis|Casey Stevens|Anne-Marie Martin|Antoinette Bower,Paul Lynch,92,Horror|Mystery|Thriller,Guardian Trust Company|Simcom Limited|Prom Night Productions,1980,7,2646036.75292,True
Richard Thomas|Robert Vaughn|John Saxon|George Peppard|Darlanne Fluegel,Jimmy T. Murakami,104,Science Fiction,New World Pictures,1980,9,5292073.50584,True
